sentence_id,samples,entity_1,entity_2,e11,e12,e21,e22,relations,partition
cafa9c50,"identity crisis for dreamworks -- on paper , 2007 is shaping up to be a promising year for dreamworks , the 12-year-old studio co-founded by the director steven spielberg .",steven spielberg,dreamworks,27,28,3,3,/business/person/company,test
cafa9e13,"martin feldstein , a professor of economics at harvard and the president of the national bureau of economic research , said in a statement issued by harvard , '' richard musgrave transformed economics in the 1950s and 1960s from a descriptive and institutional subject to one that used the tools of microeconomics and keynesian macroeconomics to understand the effect of taxes . ''",martin feldstein,national bureau of economic research,0,1,14,18,/business/person/company,test
cafa9fed,"his party is pinning some of its hopes on mary lou mcdonald , who has held an elected seat in the european parliament representing sinn fein for ireland since 2004 .",mary lou mcdonald,ireland,9,11,27,27,/people/person/nationality,test
cafaa1c7,"on the same program , andrew speaker 's father , ted , said that he , andrew and others met with fulton county health officials in atlanta on may 10 , four days before andrew was planning to leave for europe .",fulton county,atlanta,21,22,26,26,/location/location/contains,test
cafaa277,"on the same program , andrew speaker 's father , ted , said that he , andrew and others met with fulton county health officials in atlanta on may 10 , four days before andrew was planning to leave for europe .",fulton county,atlanta,21,22,26,26,/location/us_county/county_seat,test
cafaa442,"these begin in the visitors center with a 45-minute slide show that explains the history of the mural movement from mexico in the 1920s through the work of diego rivera , the pre-eminent muralist who painted his first united states work , '' the allegory of california , '' in san francisco in 1931 .",california,san francisco,46,46,50,51,/location/location/contains,test
cafaa4fc,"these begin in the visitors center with a 45-minute slide show that explains the history of the mural movement from mexico in the 1920s through the work of diego rivera , the pre-eminent muralist who painted his first united states work , '' the allegory of california , '' in san francisco in 1931 .",diego rivera,mexico,28,29,20,20,/people/person/nationality,test
cafaa72d,"finally , berlin can seem exhausting at times , but the peace of the country is just a 25-minute train ride from mitte .",berlin,mitte,2,2,22,22,/location/location/contains,test
cafaa8fe,"with greenwich 's hedge fund industry booming , many of its newest moguls do not have entrenched political allegiances and reflect the larger shift toward democratic candidates seen elsewhere in fairfield county .",fairfield county,greenwich,30,31,1,1,/location/location/contains,test
cafaaad0,"on feb. 21 , a hindu priest performed a religious ceremony at the taj exotica , a hotel in benaulim , india .",india,benaulim,21,21,19,19,/location/location/contains,test
cafaaca9,"in the process , prime minister john howard , a conservative now in his 11th year in office , has moved from being a climate skeptic to what he calls a '' climate realist , '' who knows that he must offer programs to reduce global-warming greenhouse gas emissions in australia , but wants to do it without economic pain or imposed targets , like kyoto 's .",john howard,australia,6,7,50,50,/people/person/nationality,test
cafaae94,"it 's not a simple case of information overload , according to a seminal article in the journal sociological theory by dr. ryan , a professor at mills college in oakland , calif. .",oakland,mills college,30,30,27,28,/location/location/contains,test
cafab080,"also , the russian president , vladimir v. putin , is scheduled to attend a group of 8 meeting of the leaders of industrialized nations in germany next week , where russia 's openness to investment will probably be discussed .",russian,russia,3,3,31,31,/people/ethnicity/geographic_distribution,test
cafab25d,"paul kocher , president of the security firm cryptography research , said the real issue for companies was trust . ''",paul kocher,cryptography research,0,1,8,9,/business/person/company,test
cafab427,"now , with miami floundering , with detroit still the class of the conference but limping , and with cleveland not quite convincing behind lebron james , the nets merely have to win the hapless atlantic division to become the fourth-seeded playoff team .",lebron james,cleveland,24,25,19,19,/people/person/place_lived,test
cafab5fe,"sony corporation wishes to express its deepest and most heartfelt sympathy to his family , along with its utmost respect and gratitude for the instrumental role he played in assisting his middle school classmate and sony founder , akio morita , in establishing sony 's presence in the united states in the early 1960s .",sony,akio morita,0,0,38,39,/business/company/founders,test
cafab7e0,"jamie anderson , a 16-year-old californian , won the women 's final , followed by torah bright of australia and jenny jones of britain .",torah bright,australia,15,16,18,18,/people/person/nationality,test
cafab9ad,"brahms certainly did hear the work with an ensemble similar in size to that of st. luke 's -lrb- a 49-member orchestra performed during the premiere of the work in 1885 at meiningen , germany -rrb- , although the piece is now usually associated with mammoth orchestras .",germany,meiningen,34,34,32,32,/location/location/contains,test
